"","doi","year","article_name","article_type","corresponding_author","authors","author_affiliations","author","author_affiliation1","author_affiliation2","author_affiliation3","author_affiliation4"
"3278","10.1111/cogs.12475","2017","Metaphorical Accounting: How Framing the Federal Budget Like a Household's Affects Voting Intentions","Brief Reports","TRUE","Paul H. Thibodeau1,* and
Stephen J. Flusberg2","Department of Psychology, Oberlin College
Department of Psychology, Purchase College, SUNY","Paul H. Thibodeau","Department of Psychology, Oberlin College",NA,NA,NA
"3279","10.1111/cogs.12475","2017","Metaphorical Accounting: How Framing the Federal Budget Like a Household's Affects Voting Intentions","Brief Reports","FALSE","Paul H. Thibodeau1,* and
Stephen J. Flusberg2","Department of Psychology, Oberlin College
Department of Psychology, Purchase College, SUNY","Stephen J. Flusberg","Department of Psychology, Purchase College, SUNY",NA,NA,NA
"3280","10.1111/cogs.12466","2017","Learning to Be (In)variant: Combining Prior Knowledge and Experience to Infer Orientation Invariance in Object Recognition","Brief Reports","TRUE","Joseph L. Austerweil1,*, 
Thomas L. Griffiths2 and
Stephen E. Palmer2","Department of Psychology, University of Wisconsin-Madison
Department of Psychology, University of California, Berkeley","Joseph L. Austerweil","Department of Psychology, University of Wisconsin-Madison",NA,NA,NA
"3281","10.1111/cogs.12466","2017","Learning to Be (In)variant: Combining Prior Knowledge and Experience to Infer Orientation Invariance in Object Recognition","Brief Reports","FALSE","Joseph L. Austerweil1,*, 
Thomas L. Griffiths2 and
Stephen E. Palmer2","Department of Psychology, University of Wisconsin-Madison
Department of Psychology, University of California, Berkeley","Thomas L. Griffiths","Department of Psychology, University of California, Berkeley",NA,NA,NA
"3282","10.1111/cogs.12466","2017","Learning to Be (In)variant: Combining Prior Knowledge and Experience to Infer Orientation Invariance in Object Recognition","Brief Reports","FALSE","Joseph L. Austerweil1,*, 
Thomas L. Griffiths2 and
Stephen E. Palmer2","Department of Psychology, University of Wisconsin-Madison
Department of Psychology, University of California, Berkeley","Stephen E. Palmer","Department of Psychology, University of California, Berkeley",NA,NA,NA
"3283","10.1111/cogs.12462","2017","Relevance and Reason Relations","Brief Reports","TRUE","Niels Skovgaard-Olsen1,2,*, 
Henrik Singmann3 and
Karl Christoph Klauer2","Department of Philosophy, University of Konstanz
Department of Psychology, Albert Ludwigs Universität Freiburg
Department of Psychology, University of Zürich","Niels Skovgaard-Olsen","Department of Philosophy, University of Konstanz","Department of Psychology, Albert Ludwigs Universität Freiburg",NA,NA
"3284","10.1111/cogs.12462","2017","Relevance and Reason Relations","Brief Reports","FALSE","Niels Skovgaard-Olsen1,2,*, 
Henrik Singmann3 and
Karl Christoph Klauer2","Department of Philosophy, University of Konstanz
Department of Psychology, Albert Ludwigs Universität Freiburg
Department of Psychology, University of Zürich","Henrik Singmann","Department of Psychology, University of Zürich",NA,NA,NA
"3285","10.1111/cogs.12462","2017","Relevance and Reason Relations","Brief Reports","FALSE","Niels Skovgaard-Olsen1,2,*, 
Henrik Singmann3 and
Karl Christoph Klauer2","Department of Philosophy, University of Konstanz
Department of Psychology, Albert Ludwigs Universität Freiburg
Department of Psychology, University of Zürich","Karl Christoph Klauer","Department of Psychology, Albert Ludwigs Universität Freiburg",NA,NA,NA
"3286","10.1111/cogs.12451","2017","Counterfactual Plausibility and Comparative Similarity","Brief Reports","FALSE","Matthew L. Stanley1, 
Gregory W. Stewart2,3 and
Felipe De Brigard1,2,3,*","Center for Cognitive Neuroscience, Duke University
Department of Philosophy, Duke University
Duke Institute for Brain Sciences, Duke University","Matthew L. Stanley","Center for Cognitive Neuroscience, Duke University",NA,NA,NA
"3287","10.1111/cogs.12451","2017","Counterfactual Plausibility and Comparative Similarity","Brief Reports","FALSE","Matthew L. Stanley1, 
Gregory W. Stewart2,3 and
Felipe De Brigard1,2,3,*","Center for Cognitive Neuroscience, Duke University
Department of Philosophy, Duke University
Duke Institute for Brain Sciences, Duke University","Gregory W. Stewart","Department of Philosophy, Duke University","Duke Institute for Brain Sciences, Duke University",NA,NA
"3288","10.1111/cogs.12451","2017","Counterfactual Plausibility and Comparative Similarity","Brief Reports","TRUE","Matthew L. Stanley1, 
Gregory W. Stewart2,3 and
Felipe De Brigard1,2,3,*","Center for Cognitive Neuroscience, Duke University
Department of Philosophy, Duke University
Duke Institute for Brain Sciences, Duke University","Felipe De Brigard","Center for Cognitive Neuroscience, Duke University","Department of Philosophy, Duke University","Duke Institute for Brain Sciences, Duke University",NA
"3289","10.1111/cogs.12416","2017","The Pursuit of Word Meanings","Regular Articles","TRUE","Jon Scott Stevens1,*, 
Lila R. Gleitman2, 
John C. Trueswell2 and
Charles Yang3","Center for General Linguistics, Berlin
Department of Psychology, University of Pennsylvania
Department of Linguistics, University of Pennsylvania","Jon Scott Stevens","Center for General Linguistics, Berlin",NA,NA,NA
"3290","10.1111/cogs.12416","2017","The Pursuit of Word Meanings","Regular Articles","FALSE","Jon Scott Stevens1,*, 
Lila R. Gleitman2, 
John C. Trueswell2 and
Charles Yang3","Center for General Linguistics, Berlin
Department of Psychology, University of Pennsylvania
Department of Linguistics, University of Pennsylvania","Lila R. Gleitman","Department of Psychology, University of Pennsylvania",NA,NA,NA
"3291","10.1111/cogs.12416","2017","The Pursuit of Word Meanings","Regular Articles","FALSE","Jon Scott Stevens1,*, 
Lila R. Gleitman2, 
John C. Trueswell2 and
Charles Yang3","Center for General Linguistics, Berlin
Department of Psychology, University of Pennsylvania
Department of Linguistics, University of Pennsylvania","John C. Trueswell","Department of Psychology, University of Pennsylvania",NA,NA,NA
"3292","10.1111/cogs.12416","2017","The Pursuit of Word Meanings","Regular Articles","FALSE","Jon Scott Stevens1,*, 
Lila R. Gleitman2, 
John C. Trueswell2 and
Charles Yang3","Center for General Linguistics, Berlin
Department of Psychology, University of Pennsylvania
Department of Linguistics, University of Pennsylvania","Charles Yang","Department of Linguistics, University of Pennsylvania",NA,NA,NA
"3293","10.1111/cogs.12481","2017","Multimodal Word Meaning Induction From Minimal Exposure to Natural Text","Regular Articles","TRUE","Angeliki Lazaridou1,*, 
Marco Marelli2 and
Marco Baroni1","Center for Mind/Brain Sciences, University of Trento
Department of Experimental Psychology, Ghent University","Angeliki Lazaridou","Center for Mind/Brain Sciences, University of Trento",NA,NA,NA
"3294","10.1111/cogs.12481","2017","Multimodal Word Meaning Induction From Minimal Exposure to Natural Text","Regular Articles","FALSE","Angeliki Lazaridou1,*, 
Marco Marelli2 and
Marco Baroni1","Center for Mind/Brain Sciences, University of Trento
Department of Experimental Psychology, Ghent University","Marco Marelli","Department of Experimental Psychology, Ghent University",NA,NA,NA
"3295","10.1111/cogs.12481","2017","Multimodal Word Meaning Induction From Minimal Exposure to Natural Text","Regular Articles","FALSE","Angeliki Lazaridou1,*, 
Marco Marelli2 and
Marco Baroni1","Center for Mind/Brain Sciences, University of Trento
Department of Experimental Psychology, Ghent University","Marco Baroni","Center for Mind/Brain Sciences, University of Trento",NA,NA,NA
"3296","10.1111/cogs.12401","2017","Learning During Processing: Word Learning Doesn't Wait for Word Recognition to Finish","Regular Articles","TRUE","Keith S. Apfelbaum1,* and
Bob McMurray2","Department of Psychology, The Ohio State University
Department of Psychological and Brain Sciences, Department of Communication Sciences and Disorders and DeLTA Center, University of Iowa","Keith S. Apfelbaum","Department of Psychology, The Ohio State University",NA,NA,NA
"3297","10.1111/cogs.12401","2017","Learning During Processing: Word Learning Doesn't Wait for Word Recognition to Finish","Regular Articles","FALSE","Keith S. Apfelbaum1,* and
Bob McMurray2","Department of Psychology, The Ohio State University
Department of Psychological and Brain Sciences, Department of Communication Sciences and Disorders and DeLTA Center, University of Iowa","Bob McMurray","Department of Psychological and Brain Sciences, Department of Communication Sciences and Disorders and DeLTA Center, University of Iowa",NA,NA,NA
"3298","10.1111/cogs.12389","2017","Containment and Support: Core and Complexity in Spatial Language Learning","Regular Articles","TRUE","Barbara Landau1,*, 
Kristen Johannes1, 
Dimitrios Skordos2 and
Anna Papafragou2","Department of Cognitive Science, Johns Hopkins University
Department of Psychological & Brain Sciences, University of Delaware","Barbara Landau","Department of Cognitive Science, Johns Hopkins University",NA,NA,NA
"3299","10.1111/cogs.12389","2017","Containment and Support: Core and Complexity in Spatial Language Learning","Regular Articles","FALSE","Barbara Landau1,*, 
Kristen Johannes1, 
Dimitrios Skordos2 and
Anna Papafragou2","Department of Cognitive Science, Johns Hopkins University
Department of Psychological & Brain Sciences, University of Delaware","Kristen Johannes","Department of Cognitive Science, Johns Hopkins University",NA,NA,NA
"3300","10.1111/cogs.12389","2017","Containment and Support: Core and Complexity in Spatial Language Learning","Regular Articles","FALSE","Barbara Landau1,*, 
Kristen Johannes1, 
Dimitrios Skordos2 and
Anna Papafragou2","Department of Cognitive Science, Johns Hopkins University
Department of Psychological & Brain Sciences, University of Delaware","Dimitrios Skordos","Department of Psychological & Brain Sciences, University of Delaware",NA,NA,NA
"3301","10.1111/cogs.12389","2017","Containment and Support: Core and Complexity in Spatial Language Learning","Regular Articles","FALSE","Barbara Landau1,*, 
Kristen Johannes1, 
Dimitrios Skordos2 and
Anna Papafragou2","Department of Cognitive Science, Johns Hopkins University
Department of Psychological & Brain Sciences, University of Delaware","Anna Papafragou","Department of Psychological & Brain Sciences, University of Delaware",NA,NA,NA
"3539","10.1111/cogs.12374","2017","Why Are Verbs So Hard to Remember? Effects of Semantic Context on Memory for Verbs and Nouns†","Regular Articles","TRUE","Julie L. Earles* and
Alan W. Kersten","Department of Psychology, Florida Atlantic University","Julie L. Earles","Department of Psychology, Florida Atlantic University",NA,NA,NA
"3540","10.1111/cogs.12374","2017","Why Are Verbs So Hard to Remember? Effects of Semantic Context on Memory for Verbs and Nouns†","Regular Articles","FALSE","Julie L. Earles* and
Alan W. Kersten","Department of Psychology, Florida Atlantic University","Alan W. Kersten","Department of Psychology, Florida Atlantic University",NA,NA,NA
"3541","10.1111/cogs.12398","2017","Does Variability Across Events Affect Verb Learning in English, Mandarin, and Korean?","Regular Articles","TRUE","Jane B. Childers1,*, 
Jae H. Paik2, 
Melissa Flores1, 
Gabrielle Lai3 and
Megan Dolan1","Department of Psychology, Trinity University
Psychology Department, San Francisco State University
Temasek Polytechnic, Singapore","Jane B. Childers","Department of Psychology, Trinity University",NA,NA,NA
"3542","10.1111/cogs.12398","2017","Does Variability Across Events Affect Verb Learning in English, Mandarin, and Korean?","Regular Articles","FALSE","Jane B. Childers1,*, 
Jae H. Paik2, 
Melissa Flores1, 
Gabrielle Lai3 and
Megan Dolan1","Department of Psychology, Trinity University
Psychology Department, San Francisco State University
Temasek Polytechnic, Singapore","Jae H. Paik","Psychology Department, San Francisco State University",NA,NA,NA
"3543","10.1111/cogs.12398","2017","Does Variability Across Events Affect Verb Learning in English, Mandarin, and Korean?","Regular Articles","FALSE","Jane B. Childers1,*, 
Jae H. Paik2, 
Melissa Flores1, 
Gabrielle Lai3 and
Megan Dolan1","Department of Psychology, Trinity University
Psychology Department, San Francisco State University
Temasek Polytechnic, Singapore","Melissa Flores","Department of Psychology, Trinity University",NA,NA,NA
"3544","10.1111/cogs.12398","2017","Does Variability Across Events Affect Verb Learning in English, Mandarin, and Korean?","Regular Articles","FALSE","Jane B. Childers1,*, 
Jae H. Paik2, 
Melissa Flores1, 
Gabrielle Lai3 and
Megan Dolan1","Department of Psychology, Trinity University
Psychology Department, San Francisco State University
Temasek Polytechnic, Singapore","Gabrielle Lai","Temasek Polytechnic, Singapore",NA,NA,NA
